№;Город;Адрес;Отчетный месяц;Отчетный период начало;Отчетный период конец;Уровень;Тайм зона;Активная прием;Активная отдача;Реактивная отдача;Реактивная прием;Каталог
;;ул. Ткацкая, д.28/14;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Уральская, д.1 (Доп. офис №5281/01144);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Уральская, д.11/19;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Уссурийская, д.5;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Хабаровская, д.8;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Хабаровская, д.16;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Халтуринская, д.18;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Челябинская, д.21;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Щербаковская, д.58а, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Измайловское, д.24, к.1, стр.4;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Открытое, д.23 к.6;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Открытое, д.25, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Щелковское, д.10, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Щелковское, д.34, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Щелковское, д.79, к.1,2 (Доп. офис №5281/01277);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Щелковское, д.91, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;9-я Северная линия, д.1, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Бескудниковский, д.40, к.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пер-к 1-й Новоподмосковный, д.2/1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пер. Газетный, д.17/9, стр.2 ();01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Ленинградский, д.30, стр.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Ленинградский, д.35;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Ленинградский, д.44;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Ленинградский, д.58;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Ленинградский, д.71 Г;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Ленинградский, д.74, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Ленинградский, д.76, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 800 летия Москвы, д.2, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 800 летия Москвы, д.11, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Адмирала Макарова, д.45;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Б.Академическая, д.15, к.1 (Доп. офис №7982/0714);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Беговая, д.17;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Большая Дмитровка, д.21/7, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Бутырский вал, д.52;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Гризодубовой, д.4, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Дегунинская, д.17;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Дубнинская, д.10, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Дубнинская, д.16, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Дубнинская, д.73, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Зеленоградская, д.31, к.1 (Доп. офис №7982/01225);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Клязьминская, д.9, стр.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Коптевская, д.83, к.2 (Доп. офис №7982/0529);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Красноармейская, д.20, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Куусинена, д.19, к.3 (Доп. офис №7982/0566);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Лавочкина, д.34;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Лесная, д.4, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Лихоборские бугры, д.8;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Малая Дмитровка, д.15;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Маршала Федоренко, д.7;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Михалковская, д.8;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Новая, д.10;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Новопесчанная, д.14;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Онежская, д.12 (Доп. офис №7982/0429);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Онежская, д.18;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Петрозаводская, д.8;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Петрозаводская, д.9, к.2 (Доп. офис №7982/01272);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Расковой, д.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Смольная, д.7;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Смольная, д.35, стр.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Солнечногорская, д.5;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Солнечногорская, д.12;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Сущевская, д.20;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Талдомская, д.13;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Тверская, д.19/31, стр.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Черняховского, д.9, к.5;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Волоколамское, д.15/22;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Дмитровское, д.29, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Дмитровское, д.64, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Дмитровское, д.65, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Дмитровское, д.113, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Дмитровское, д.131, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Коровинское, д.5, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Коровинское, д.29, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Ленинградское,  д.13, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Ленинградское, д.84;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Ленинградское, д.102;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Ленинградское, д.126, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Адмирала Ушакова, д.12 (Доп. офис №7978/01598);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Чонгарский, д.5, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;б-р Чонгарский, д.8, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;мкр. Северное Чертаново, д.5Г (Доп. офис №7978/01452);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр-д Ореховый, д.39А;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр-д Ореховый, д.39А;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Борисовский, д.11, к.1, стр.2 (Доп. офис №7978/01487);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Гурьевский, д.27, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Загорьевский, д.9/12 стр.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Задонский, д.36;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Ореховый, д.9 (Доп. офис №7978/01738);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;пр. Шипиловский, д.39, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;просп. Пролетарский, д.6, к.4;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. 2-я Мелитопольская, д.3А (Доп. офис №7978/01472);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Адмирала Лазарева, д.35, к.1 (Доп. офис №7978/01747);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Адмирала Ушакова, д.5;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Академика  Янгеля, д.4, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Академика Глушко, д.6;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Академика Миллионщикова, д.19;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Бирюлевская, д.41/7 (Доп. офис №7978/01562);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Бирюлевская, д.55, к.1, стр.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Бирюлевская, д.55, к.1, стр.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Борисовские пруды, д.12, к.1 (Доп. офис №7978/01733);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Булатниковская, д.6А (Доп. офис №7978/01317);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Воронежская, д. 16/7;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Газопровод, д.1, к.6А;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Генерала Белова, д.27;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Грина, д.1, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Днепропетровская, д.3, к.5А;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Днепропетровская, д.5, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Кантемировская, д.3, к.5, стр.2 (Доп. офис №7978/01577);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Кантемировская, д.20, к.5 (Доп. офис №7978/0874);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Кировоградская, д.8, к.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Кировоградская, д.8, к.4 (Доп. офис №7978/01245);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Кировоградская, д.17, к.1Б;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Красного Маяка, д.1, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Криворожская, д.23, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Кустанайская, д.10;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Лебедянская, д.19, к.А;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Липецкая, д.2, стр.2 (Доп. офис №7978/01399);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Липецкая, д.50, стр.2 (Доп. офис №7978/01382);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Луганская, д.5;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Медиков, д.20 (Доп. офис №7978/01153);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Москворечье, д.53, к.2;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Россошанская, д.7, к.1Б (Доп. офис №7978/01254 );01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Севанская, д.23;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Старобитцевская, д.11, к.1 (Доп. офис №7978/01569);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Старобитцевская, д.21;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Старокачаловская, д.1, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Харьковская, д.8, к.2, стр.2 (Доп. офис №7978/01306);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Чертановская, д.1В;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Чертановская, д.9, стр.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Чертановская, д.32, стр.А;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Чертановская, д.45А, к.1;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Шипиловская, д.5, к.1 (Доп. офис №7978/01485);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Шипиловская, д.25, к.1, стр.8 (Доп. офис №7978/01358);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Южнобутовская, д.91 (Доп. офис №7978/01718);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Ясеневая, д.19;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Ясеневая, д.36/2, стр.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Варшавское, д.10;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Варшавское, д.66 (Доп. офис №7978/0216);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Варшавское, д.154, к.4 (Доп. офис №7978/01467);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Загородное, д.15, к.1 (Доп. офис №7978/0633);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Каширское, д.7, к.1 (Доп. офис №7978/0491);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Каширское, д.54, к.3;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Каширское, д.55, к.4 (Доп. офис №7978/0981);01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;3-й проезд Перова поля, д.3А;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;Соймоновский проезд, д.5;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Каховка, д.23а;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ул. Сходненская, д.9;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
;;ш. Энтузиастов, д.14;01.01.2021;;;144;UTC+3;1;0;0;0;Московский банк
