№;P+, кВт;Q+, квар;Время;Дата
1206;0.3840;0.0280;03:00;26.03.2019
1207;0.3850;0.0330;03:30;26.03.2019
1208;0.3840;0.0200;04:00;26.03.2019
1209;0.3850;0.0320;04:30;26.03.2019
1210;0.3840;0.0310;05:00;26.03.2019
1211;0.3840;0.0190;05:30;26.03.2019
1212;0.3850;0.0280;06:00;26.03.2019
1213;0.3830;0.0080;06:30;26.03.2019
1214;0.3830;0.0060;07:00;26.03.2019
1215;0.3850;0.0100;07:30;26.03.2019
1216;0.3830;0.0040;08:00;26.03.2019
1217;0.3830;0.0030;08:30;26.03.2019
1218;0.3850;0.0030;09:00;26.03.2019
1219;0.3830;0.0050;09:30;26.03.2019
1220;0.3830;0.0040;10:00;26.03.2019
1221;0.3840;0.0080;10:30;26.03.2019
1222;0.3820;0.0040;11:00;26.03.2019
1223;0.3840;0.0060;11:30;26.03.2019
1224;0.3740;0.0100;12:00;26.03.2019
1225;0.3720;0.0060;12:30;26.03.2019
1226;0.3700;0;13:00;26.03.2019
1227;0.3680;0;13:30;26.03.2019
1228;0.3680;0;14:00;26.03.2019
1229;0.3690;0;14:30;26.03.2019
1230;0.3680;0;15:00;26.03.2019
1231;0.3680;0;15:30;26.03.2019
1232;0.3800;0.0130;16:00;26.03.2019
1233;0.3820;0.0100;16:30;26.03.2019
1234;0.3840;0.0150;17:00;26.03.2019
1235;0.3840;0.0120;17:30;26.03.2019
1236;0.3830;0.0070;18:00;26.03.2019
1237;0.3840;0.0130;18:30;26.03.2019
1238;0.3840;0.0030;19:00;26.03.2019
1239;0.3830;0.0030;19:30;26.03.2019
1240;0.3850;0.0100;20:00;26.03.2019
1241;0.1950;0.0010;20:30;26.03.2019
1242;0.2490;0.0040;21:00;26.03.2019
1243;0.3860;0.0170;21:30;26.03.2019
1244;0.3850;0.0100;22:00;26.03.2019
1245;0.3870;0.0240;22:30;26.03.2019
1246;0.3850;0.0180;23:00;26.03.2019
1247;0.3850;0.0130;23:30;26.03.2019
1248;0.3870;0.0270;00:00;27.03.2019
1249;0.3850;0.0150;00:30;27.03.2019
1250;0.3860;0.0200;01:00;27.03.2019
1251;0.3860;0.0280;01:30;27.03.2019
1252;0.3850;0.0160;02:00;27.03.2019
1253;0.3870;0.0360;02:30;27.03.2019
1254;0.3860;0.0260;03:00;27.03.2019
1255;0.3860;0.0200;03:30;27.03.2019
1256;0.3870;0.0410;04:00;27.03.2019
1257;0.3860;0.0210;04:30;27.03.2019
1258;0.3860;0.0200;05:00;27.03.2019
1259;0.3870;0.0290;05:30;27.03.2019
1260;0.3850;0.0140;06:00;27.03.2019
1261;0.3870;0.0140;06:30;27.03.2019
1262;0.3860;0.0070;07:00;27.03.2019
1263;0.3850;0.0040;07:30;27.03.2019
1264;0.3870;0.0060;08:00;27.03.2019
1265;0.3860;0.0030;08:30;27.03.2019
1266;0.3860;0.0020;09:00;27.03.2019
1267;0.3870;0.0070;09:30;27.03.2019
1268;0.3860;0.0030;10:00;27.03.2019
1269;0.3860;0.0060;10:30;27.03.2019
1270;0.3870;0.0050;11:00;27.03.2019
1271;0.3850;0.0070;11:30;27.03.2019
1272;0.3870;0.0080;12:00;27.03.2019
1273;0.3870;0.0110;12:30;27.03.2019
1274;0.3860;0.0060;13:00;27.03.2019
1275;0.3870;0.0160;13:30;27.03.2019
1276;0.3860;0.0100;14:00;27.03.2019
1277;0.3860;0.0080;14:30;27.03.2019
1278;0.3880;0.0170;15:00;27.03.2019
1279;0.3860;0.0090;15:30;27.03.2019
1280;0.3870;0.0110;16:00;27.03.2019
1281;0.3880;0.0130;16:30;27.03.2019
1282;0.3870;0.0070;17:00;27.03.2019
1283;0.3880;0.0090;17:30;27.03.2019
1284;0.3870;0.0060;18:00;27.03.2019
1285;0.3870;0.0050;18:30;27.03.2019
1286;0.3890;0.0080;19:00;27.03.2019
1287;0.3870;0.0030;19:30;27.03.2019
1288;0.3880;0.0090;20:00;27.03.2019
1289;0.3880;0.0090;20:30;27.03.2019
1290;0.3870;0.0080;21:00;27.03.2019
1291;0.3890;0.0170;21:30;27.03.2019
1292;0.3880;0.0140;22:00;27.03.2019
1293;0.3880;0.0120;22:30;27.03.2019
1294;0.3890;0.0260;23:00;27.03.2019
1295;0.3870;0.0110;23:30;27.03.2019
1296;0.3890;0.0180;00:00;28.03.2019
1297;0.3880;0.0210;00:30;28.03.2019
1298;0.3880;0.0160;01:00;28.03.2019
1299;0.3890;0.0260;01:30;28.03.2019
1300;0.3880;0.0230;02:00;28.03.2019
1301;0.3880;0.0200;02:30;28.03.2019
1302;0.3900;0.0460;03:00;28.03.2019
1303;0.3870;0.0180;03:30;28.03.2019
1304;0.3890;0.0290;04:00;28.03.2019
1305;0.3890;0.0370;04:30;28.03.2019
1306;0.3880;0.0180;05:00;28.03.2019
1307;0.3890;0.0300;05:30;28.03.2019
1308;0.3890;0.0170;06:00;28.03.2019
1309;0.3880;0.0070;06:30;28.03.2019
1310;0.3900;0.0140;07:00;28.03.2019
1311;0.3890;0.0040;07:30;28.03.2019
1312;0.3880;0.0030;08:00;28.03.2019
1313;0.3900;0.0040;08:30;28.03.2019
1314;0.3890;0.0020;09:00;28.03.2019
1315;0.3890;0.0020;09:30;28.03.2019
1316;0.3890;0.0050;10:00;28.03.2019
1317;0.3890;0.0050;10:30;28.03.2019
1318;0.3900;0.0040;11:00;28.03.2019
1319;0.3890;0.0070;11:30;28.03.2019
1320;0.3880;0.0060;12:00;28.03.2019
1321;0.3900;0.0190;12:30;28.03.2019
1322;0.3880;0.0070;13:00;28.03.2019
1323;0.3890;0.0090;13:30;28.03.2019
1324;0.3900;0.0160;14:00;28.03.2019
1325;0.3880;0.0080;14:30;28.03.2019
1326;0.3890;0.0100;15:00;28.03.2019
1327;0.3890;0.0110;15:30;28.03.2019
1328;0.3870;0.0080;16:00;28.03.2019
1329;0.3900;0.0120;16:30;28.03.2019
1330;0.3880;0.0060;17:00;28.03.2019
1331;0.3880;0.0030;17:30;28.03.2019
1332;0.3900;0.0080;18:00;28.03.2019
1333;0.3870;0.0040;18:30;28.03.2019
1334;0.3890;0.0070;19:00;28.03.2019
1335;0.3890;0.0040;19:30;28.03.2019
1336;0.3870;0.0020;20:00;28.03.2019
1337;0.3910;0.0110;20:30;28.03.2019
1338;0.3880;0.0060;21:00;28.03.2019
1339;0.3890;0.0110;21:30;28.03.2019
1340;0.3900;0.0180;22:00;28.03.2019
1341;0.3880;0.0090;22:30;28.03.2019
1342;0.3890;0.0140;23:00;28.03.2019
1343;0.3890;0.0110;23:30;28.03.2019
1344;0.3880;0.0100;00:00;29.03.2019
1345;0.3900;0.0180;00:30;29.03.2019
1346;0.3880;0.0130;01:00;29.03.2019
1347;0.3880;0.0160;01:30;29.03.2019
1348;0.3900;0.0300;02:00;29.03.2019
1349;0.3880;0.0180;02:30;29.03.2019
1350;0.3890;0.0300;03:00;29.03.2019
1351;0.3890;0.0240;03:30;29.03.2019
1352;0.3880;0.0190;04:00;29.03.2019
1353;0.3890;0.0370;04:30;29.03.2019
1354;0.3880;0.0220;05:00;29.03.2019
1355;0.3880;0.0180;05:30;29.03.2019
1356;0.3890;0.0210;06:00;29.03.2019
1357;0.3870;0.0100;06:30;29.03.2019
1358;0.3870;0.0060;07:00;29.03.2019
1359;0.3890;0.0050;07:30;29.03.2019
1360;0.3870;0.0030;08:00;29.03.2019
1361;0.3880;0.0030;08:30;29.03.2019
1362;0.3870;0.0030;09:00;29.03.2019
1363;0.3860;0.0020;09:30;29.03.2019
1364;0.3880;0.0070;10:00;29.03.2019
1365;0.3870;0.0050;10:30;29.03.2019
1366;0.3860;0.0050;11:00;29.03.2019
1367;0.3880;0.0130;11:30;29.03.2019
1368;0.3850;0.0070;12:00;29.03.2019
1369;0.3860;0.0120;12:30;29.03.2019
1370;0.3870;0.0150;13:00;29.03.2019
1371;0.3850;0.0090;13:30;29.03.2019
1372;0.3860;0.0160;14:00;29.03.2019
1373;0.3860;0.0130;14:30;29.03.2019
1374;0.3850;0.0080;15:00;29.03.2019
1375;0.3880;0.0220;15:30;29.03.2019
1376;0.3840;0.0110;16:00;29.03.2019
1377;0.3860;0.0120;16:30;29.03.2019
1378;0.3870;0.0120;17:00;29.03.2019
1379;0.3840;0.0060;17:30;29.03.2019
1380;0.3870;0.0090;18:00;29.03.2019
1381;0.3850;0.0070;18:30;29.03.2019
1382;0.3840;0.0040;19:00;29.03.2019
1383;0.3870;0.0090;19:30;29.03.2019
1384;0.3840;0.0060;20:00;29.03.2019
1385;0.3860;0.0100;20:30;29.03.2019
1386;0.3860;0.0130;21:00;29.03.2019
1387;0.3850;0.0090;21:30;29.03.2019
1388;0.3860;0.0240;22:00;29.03.2019
1389;0.3850;0.0150;22:30;29.03.2019
1390;0.3850;0.0140;23:00;29.03.2019
1391;0.3870;0.0300;23:30;29.03.2019
1392;0.3840;0.0140;00:00;30.03.2019
1393;0.3850;0.0220;00:30;30.03.2019
1394;0.3850;0.0270;01:00;30.03.2019
1395;0.3840;0.0130;01:30;30.03.2019
1396;0.3860;0.0320;02:00;30.03.2019
1397;0.3850;0.0280;02:30;30.03.2019
1398;0.3840;0.0190;03:00;30.03.2019
1399;0.3860;0.0440;03:30;30.03.2019
1400;0.3840;0.0210;04:00;30.03.2019
1401;0.3850;0.0260;04:30;30.03.2019
1402;0.3850;0.0360;05:00;30.03.2019
1403;0.3840;0.0190;05:30;30.03.2019
1404;0.3850;0.0310;06:00;30.03.2019
1405;0.3850;0.0230;06:30;30.03.2019
1406;0.3840;0.0140;07:00;30.03.2019
1407;0.3850;0.0260;07:30;30.03.2019
1408;0.3840;0.0110;08:00;30.03.2019
1409;0.3840;0.0130;08:30;30.03.2019
1410;0.3860;0.0160;09:00;30.03.2019
1411;0.3840;0.0090;09:30;30.03.2019
1412;0.3840;0.0120;10:00;30.03.2019
1413;0.3850;0.0140;10:30;30.03.2019
1414;0.3840;0.0060;11:00;30.03.2019
1415;0.3840;0.0140;11:30;30.03.2019
1416;0.3850;0.0110;12:00;30.03.2019
1417;0.3840;0.0090;12:30;30.03.2019
1418;0.3850;0.0130;13:00;30.03.2019
1419;0.3840;0.0070;13:30;30.03.2019
1420;0.3840;0.0080;14:00;30.03.2019
1421;0.3730;0.0020;14:30;30.03.2019
1422;0.3690;0;15:00;30.03.2019
1423;0.3700;0;15:30;30.03.2019
1424;0.3710;0;16:00;30.03.2019
1425;0.3690;0;16:30;30.03.2019
1426;0.3700;0;17:00;30.03.2019
1427;0.3700;0;17:30;30.03.2019
1428;0.3690;0;18:00;30.03.2019
1429;0.3710;0;18:30;30.03.2019
1430;0.3690;0;19:00;30.03.2019
1431;0.3700;0;19:30;30.03.2019
1432;0.3720;0;20:00;30.03.2019
1433;0.3700;0;20:30;30.03.2019
1434;0.3700;0;21:00;30.03.2019
1435;0.3720;0;21:30;30.03.2019
1436;0.3700;0;22:00;30.03.2019
1437;0.3710;0;22:30;30.03.2019
1438;0.3710;0;23:00;30.03.2019
1439;0.3690;0;23:30;30.03.2019
1440;0.3720;0;00:00;31.03.2019
1441;0.3700;0;00:30;31.03.2019
1442;0.3700;0;01:00;31.03.2019
1443;0.3710;0;01:30;31.03.2019
1444;0.3700;0;02:00;31.03.2019
1445;0.3700;0;02:30;31.03.2019
1446;0.3710;0;03:00;31.03.2019
1447;0.3700;0;03:30;31.03.2019
1448;0.3700;0;04:00;31.03.2019
1449;0.3710;0;04:30;31.03.2019
1450;0.3690;0;05:00;31.03.2019
1451;0.3720;0;05:30;31.03.2019
1452;0.3750;0;06:00;31.03.2019
1453;0.3790;0;06:30;31.03.2019
1454;0.3860;0.0290;07:00;31.03.2019
1455;0.3830;0.0150;07:30;31.03.2019
1456;0.3850;0.0200;08:00;31.03.2019
1457;0.3840;0.0200;08:30;31.03.2019
1458;0.3840;0.0100;09:00;31.03.2019
1459;0.3700;0.0010;09:30;31.03.2019
1460;0.3690;0;10:00;31.03.2019
1461;0.3680;0;10:30;31.03.2019
1462;0.3700;0;11:00;31.03.2019
1463;0.3680;0;11:30;31.03.2019
1464;0.3680;0;12:00;31.03.2019
1465;0.3690;0;12:30;31.03.2019
1466;0.3680;0;13:00;31.03.2019
1467;0.3450;0;13:30;31.03.2019
1468;0.3690;0;14:00;31.03.2019
1469;0.3670;0;14:30;31.03.2019
1470;0.3690;0;15:00;31.03.2019
1471;0.3670;0;15:30;31.03.2019
1472;0.3680;0;16:00;31.03.2019
1473;0.3690;0;16:30;31.03.2019
1474;0.3670;0;17:00;31.03.2019
1475;0.3680;0;17:30;31.03.2019
1476;0.3690;0;18:00;31.03.2019
1477;0.3670;0;18:30;31.03.2019
1478;0.3680;0;19:00;31.03.2019
1479;0.3680;0;19:30;31.03.2019
1480;0.3670;0;20:00;31.03.2019
1481;0.3690;0;20:30;31.03.2019
1482;0.3670;0;21:00;31.03.2019
1483;0.3670;0;21:30;31.03.2019
1484;0.3700;0;22:00;31.03.2019
1485;0.3670;0;22:30;31.03.2019
1486;0.3680;0;23:00;31.03.2019
1487;0.3700;0;23:30;31.03.2019
1488;0.3670;0;00:00;01.04.2019
