n;P+;R+;Time;Date;;;;;;;;;
984;0;0;12:00;21.12.2019;;;;;;;;;
985;0,108;0,016;12:30;21.12.2019;;;;;;;;;
986;0,131;0,016;13:00;21.12.2019;;;;;;;;;
987;0,128;0,008;13:30;21.12.2019;;;;;;;;;
988;0,147;0,002;14:00;21.12.2019;;;;;;;;;
989;0,145;0,004;14:30;21.12.2019;;;;;;;;;
990;0,142;0,002;15:00;21.12.2019;;;;;;;;;
991;0,138;0,004;15:30;21.12.2019;;;;;;;;;
992;0,141;0,001;16:00;21.12.2019;;;;;;;;;
993;0,147;0;16:30;21.12.2019;;;;;;;;;
994;0,143;0;17:00;21.12.2019;;;;;;;;;
995;0,164;0;17:30;21.12.2019;;;;;;;;;
996;0,161;0;18:00;21.12.2019;;;;;;;;;
997;0,159;0;18:30;21.12.2019;;;;;;;;;
998;0,157;0;19:00;21.12.2019;;;;;;;;;
999;0,157;0;19:30;21.12.2019;;;;;;;;;
1000;0,154;0;20:00;21.12.2019;;;;;;;;;
1001;0,157;0;20:30;21.12.2019;;;;;;;;;
1002;0,156;0;21:00;21.12.2019;;;;;;;;;
1003;0,155;0;21:30;21.12.2019;;;;;;;;;
1004;0,157;0;22:00;21.12.2019;;;;;;;;;
1005;0,154;0;22:30;21.12.2019;;;;;;;;;
1006;0,153;0;23:00;21.12.2019;;;;;;;;;
1007;0,148;0;23:30;21.12.2019;;;;;;;;;
1008;0,138;0;00:00;21.12.2019;;;;;;;;;
1009;0,137;0;00:30;22.12.2019;;;;;;;;;
1010;0,136;0;01:00;22.12.2019;;;;;;;;;
1011;0,138;0;01:30;22.12.2019;;;;;;;;;
1012;0,136;0;02:00;22.12.2019;;;;;;;;;
1013;0,137;0;02:30;22.12.2019;;;;;;;;;
1014;0,136;0;03:00;22.12.2019;;;;;;;;;
1015;0,137;0;03:30;22.12.2019;;;;;;;;;
1016;0,136;0;04:00;22.12.2019;;;;;;;;;
1017;0,136;0;04:30;22.12.2019;;;;;;;;;
1018;0,137;0;05:00;22.12.2019;;;;;;;;;
1019;0,138;0;05:30;22.12.2019;;;;;;;;;
1020;0,141;0;06:00;22.12.2019;;;;;;;;;
1021;0,141;0;06:30;22.12.2019;;;;;;;;;
1022;0,142;0;07:00;22.12.2019;;;;;;;;;
1023;0,145;0;07:30;22.12.2019;;;;;;;;;
1024;0,146;0;08:00;22.12.2019;;;;;;;;;
1025;0,144;0;08:30;22.12.2019;;;;;;;;;
1026;0,142;0;09:00;22.12.2019;;;;;;;;;
1027;0,138;0;09:30;22.12.2019;;;;;;;;;
1028;0,137;0;10:00;22.12.2019;;;;;;;;;
1029;0,143;0;10:30;22.12.2019;;;;;;;;;
1030;0,144;0;11:00;22.12.2019;;;;;;;;;
1031;0,145;0;11:30;22.12.2019;;;;;;;;;
1032;0,144;0;12:00;22.12.2019;;;;;;;;;
1033;0,15;0;12:30;22.12.2019;;;;;;;;;
1034;0,152;0;13:00;22.12.2019;;;;;;;;;
1035;0,152;0;13:30;22.12.2019;;;;;;;;;
1036;0,155;0;14:00;22.12.2019;;;;;;;;;
1037;0,156;0;14:30;22.12.2019;;;;;;;;;
1038;0,157;0;15:00;22.12.2019;;;;;;;;;
1039;0,157;0;15:30;22.12.2019;;;;;;;;;
1040;0,157;0;16:00;22.12.2019;;;;;;;;;
1041;0,156;0;16:30;22.12.2019;;;;;;;;;
1042;0,154;0;17:00;22.12.2019;;;;;;;;;
1043;0,153;0;17:30;22.12.2019;;;;;;;;;
1044;0,15;0;18:00;22.12.2019;;;;;;;;;
1045;0,146;0;18:30;22.12.2019;;;;;;;;;
1046;0,146;0;19:00;22.12.2019;;;;;;;;;
1047;0,144;0;19:30;22.12.2019;;;;;;;;;
1048;0,143;0;20:00;22.12.2019;;;;;;;;;
1049;0,158;0;20:30;22.12.2019;;;;;;;;;
1050;0,161;0;21:00;22.12.2019;;;;;;;;;
1051;0,158;0;21:30;22.12.2019;;;;;;;;;
1052;0,159;0;22:00;22.12.2019;;;;;;;;;
1053;0,154;0;22:30;22.12.2019;;;;;;;;;
1054;0,151;0;23:00;22.12.2019;;;;;;;;;
1055;0,154;0;23:30;22.12.2019;;;;;;;;;
1056;0,155;0;00:00;22.12.2019;;;;;;;;;
1057;0,154;0;00:30;23.12.2019;;;;;;;;;
1058;0,154;0;01:00;23.12.2019;;;;;;;;;
1059;0,152;0;01:30;23.12.2019;;;;;;;;;
1060;0,154;0;02:00;23.12.2019;;;;;;;;;
1061;0,153;0;02:30;23.12.2019;;;;;;;;;
1062;0,151;0;03:00;23.12.2019;;;;;;;;;
1063;0,155;0;03:30;23.12.2019;;;;;;;;;
1064;0,153;0;04:00;23.12.2019;;;;;;;;;
1065;0,151;0;04:30;23.12.2019;;;;;;;;;
1066;0,155;0;05:00;23.12.2019;;;;;;;;;
1067;0,155;0;05:30;23.12.2019;;;;;;;;;
1068;0,158;0;06:00;23.12.2019;;;;;;;;;
1069;0,16;0;06:30;23.12.2019;;;;;;;;;
1070;0,157;0;07:00;23.12.2019;;;;;;;;;
1071;0,256;0;07:30;23.12.2019;;;;;;;;;
1072;0,326;0;08:00;23.12.2019;;;;;;;;;
1073;0,292;0;08:30;23.12.2019;;;;;;;;;
1074;0,3;0;09:00;23.12.2019;;;;;;;;;
1075;0,318;0;09:30;23.12.2019;;;;;;;;;
1076;0,323;0;10:00;23.12.2019;;;;;;;;;
1077;0,359;0;10:30;23.12.2019;;;;;;;;;
1078;0,338;0;11:00;23.12.2019;;;;;;;;;
1079;0,324;0;11:30;23.12.2019;;;;;;;;;
1080;0,324;0;12:00;23.12.2019;;;;;;;;;
1081;0,37;0;12:30;23.12.2019;;;;;;;;;
1082;0,357;0;13:00;23.12.2019;;;;;;;;;
1083;0,331;0;13:30;23.12.2019;;;;;;;;;
1084;0,347;0;14:00;23.12.2019;;;;;;;;;
1085;0,336;0;14:30;23.12.2019;;;;;;;;;
1086;0,336;0;15:00;23.12.2019;;;;;;;;;
1087;0,287;0;15:30;23.12.2019;;;;;;;;;
1088;0,273;0;16:00;23.12.2019;;;;;;;;;
1089;0,278;0;16:30;23.12.2019;;;;;;;;;
1090;0,266;0;17:00;23.12.2019;;;;;;;;;
1091;0,256;0;17:30;23.12.2019;;;;;;;;;
1092;0,247;0;18:00;23.12.2019;;;;;;;;;
1093;0,237;0;18:30;23.12.2019;;;;;;;;;
1094;0,228;0;19:00;23.12.2019;;;;;;;;;
1095;0,216;0;19:30;23.12.2019;;;;;;;;;
1096;0,211;0;20:00;23.12.2019;;;;;;;;;
1097;0,202;0;20:30;23.12.2019;;;;;;;;;
1098;0,19;0;21:00;23.12.2019;;;;;;;;;
1099;0,187;0;21:30;23.12.2019;;;;;;;;;
1100;0,182;0;22:00;23.12.2019;;;;;;;;;
1101;0,175;0;22:30;23.12.2019;;;;;;;;;
1102;0,176;0;23:00;23.12.2019;;;;;;;;;
1103;0,175;0;23:30;23.12.2019;;;;;;;;;
1104;0,174;0;00:00;23.12.2019;;;;;;;;;
1105;0,169;0;00:30;24.12.2019;;;;;;;;;
1106;0,158;0;01:00;24.12.2019;;;;;;;;;
1107;0,159;0;01:30;24.12.2019;;;;;;;;;
1108;0,158;0;02:00;24.12.2019;;;;;;;;;
1109;0,16;0;02:30;24.12.2019;;;;;;;;;
1110;0,159;0;03:00;24.12.2019;;;;;;;;;
1111;0,157;0;03:30;24.12.2019;;;;;;;;;
1112;0,158;0;04:00;24.12.2019;;;;;;;;;
1113;0,159;0;04:30;24.12.2019;;;;;;;;;
1114;0,156;0;05:00;24.12.2019;;;;;;;;;
1115;0,162;0;05:30;24.12.2019;;;;;;;;;
1116;0,169;0;06:00;24.12.2019;;;;;;;;;
1117;0,169;0;06:30;24.12.2019;;;;;;;;;
1118;0,169;0;07:00;24.12.2019;;;;;;;;;
1119;0,24;0;07:30;24.12.2019;;;;;;;;;
1120;0,318;0;08:00;24.12.2019;;;;;;;;;
1121;0,303;0;08:30;24.12.2019;;;;;;;;;
1122;0,313;0;09:00;24.12.2019;;;;;;;;;
1123;0,318;0;09:30;24.12.2019;;;;;;;;;
1124;0,318;0;10:00;24.12.2019;;;;;;;;;
1125;0,329;0;10:30;24.12.2019;;;;;;;;;
1126;0,326;0;11:00;24.12.2019;;;;;;;;;
1127;0,347;0;11:30;24.12.2019;;;;;;;;;
1128;0,354;0;12:00;24.12.2019;;;;;;;;;
1129;0,342;0;12:30;24.12.2019;;;;;;;;;
1130;0,319;0;13:00;24.12.2019;;;;;;;;;
1131;0,328;0;13:30;24.12.2019;;;;;;;;;
1132;0,314;0;14:00;24.12.2019;;;;;;;;;
1133;0,303;0;14:30;24.12.2019;;;;;;;;;
1134;0,297;0;15:00;24.12.2019;;;;;;;;;
1135;0,279;0;15:30;24.12.2019;;;;;;;;;
1136;0,27;0;16:00;24.12.2019;;;;;;;;;
1137;0,279;0;16:30;24.12.2019;;;;;;;;;
1138;0,264;0;17:00;24.12.2019;;;;;;;;;
1139;0,254;0;17:30;24.12.2019;;;;;;;;;
1140;0,245;0;18:00;24.12.2019;;;;;;;;;
1141;0,237;0;18:30;24.12.2019;;;;;;;;;
1142;0,215;0;19:00;24.12.2019;;;;;;;;;
1143;0,206;0;19:30;24.12.2019;;;;;;;;;
1144;0,196;0;20:00;24.12.2019;;;;;;;;;
1145;0,192;0;20:30;24.12.2019;;;;;;;;;
1146;0,187;0;21:00;24.12.2019;;;;;;;;;
1147;0,181;0;21:30;24.12.2019;;;;;;;;;
1148;0,173;0;22:00;24.12.2019;;;;;;;;;
1149;0,167;0;22:30;24.12.2019;;;;;;;;;
1150;0,16;0;23:00;24.12.2019;;;;;;;;;
1151;0,162;0;23:30;24.12.2019;;;;;;;;;
1152;0,158;0;00:00;24.12.2019;;;;;;;;;
1153;0,158;0;00:30;25.12.2019;;;;;;;;;
1154;0,157;0;01:00;25.12.2019;;;;;;;;;
1155;0,154;0;01:30;25.12.2019;;;;;;;;;
1156;0,157;0;02:00;25.12.2019;;;;;;;;;
1157;0,156;0;02:30;25.12.2019;;;;;;;;;
1158;0,16;0;03:00;25.12.2019;;;;;;;;;
1159;0,166;0;03:30;25.12.2019;;;;;;;;;
1160;0,164;0;04:00;25.12.2019;;;;;;;;;
1161;0,167;0;04:30;25.12.2019;;;;;;;;;
1162;0,163;0;05:00;25.12.2019;;;;;;;;;
1163;0,167;0;05:30;25.12.2019;;;;;;;;;
1164;0,174;0;06:00;25.12.2019;;;;;;;;;
1165;0,175;0;06:30;25.12.2019;;;;;;;;;
1166;0,177;0;07:00;25.12.2019;;;;;;;;;
1167;0,235;0;07:30;25.12.2019;;;;;;;;;
1168;0,338;0;08:00;25.12.2019;;;;;;;;;
1169;0,309;0;08:30;25.12.2019;;;;;;;;;
1170;0,31;0;09:00;25.12.2019;;;;;;;;;
1171;0,335;0;09:30;25.12.2019;;;;;;;;;
1172;0,332;0;10:00;25.12.2019;;;;;;;;;
1173;0,351;0;10:30;25.12.2019;;;;;;;;;
1174;0,379;0;11:00;25.12.2019;;;;;;;;;
1175;0,335;0;11:30;25.12.2019;;;;;;;;;
1176;0,35;0;12:00;25.12.2019;;;;;;;;;
1177;0,349;0;12:30;25.12.2019;;;;;;;;;
1178;0,358;0;13:00;25.12.2019;;;;;;;;;
1179;0,323;0;13:30;25.12.2019;;;;;;;;;
1180;0,315;0;14:00;25.12.2019;;;;;;;;;
1181;0,307;0;14:30;25.12.2019;;;;;;;;;
1182;0,304;0;15:00;25.12.2019;;;;;;;;;
1183;0,265;0;15:30;25.12.2019;;;;;;;;;
1184;0,266;0;16:00;25.12.2019;;;;;;;;;
1185;0,273;0;16:30;25.12.2019;;;;;;;;;
1186;0,244;0;17:00;25.12.2019;;;;;;;;;
1187;0,243;0;17:30;25.12.2019;;;;;;;;;
1188;0,239;0;18:00;25.12.2019;;;;;;;;;
1189;0,23;0;18:30;25.12.2019;;;;;;;;;
1190;0,223;0;19:00;25.12.2019;;;;;;;;;
1191;0,215;0;19:30;25.12.2019;;;;;;;;;
1192;0,204;0;20:00;25.12.2019;;;;;;;;;
1193;0,198;0;20:30;25.12.2019;;;;;;;;;
1194;0,193;0;21:00;25.12.2019;;;;;;;;;
1195;0,186;0;21:30;25.12.2019;;;;;;;;;
1196;0,18;0;22:00;25.12.2019;;;;;;;;;
1197;0,175;0;22:30;25.12.2019;;;;;;;;;
1198;0,174;0;23:00;25.12.2019;;;;;;;;;
1199;0,173;0;23:30;25.12.2019;;;;;;;;;
1200;0,168;0;00:00;25.12.2019;;;;;;;;;
1201;0,164;0;00:30;26.12.2019;;;;;;;;;
1202;0,167;0;01:00;26.12.2019;;;;;;;;;
1203;0,165;0;01:30;26.12.2019;;;;;;;;;
1204;0,163;0;02:00;26.12.2019;;;;;;;;;
1205;0,166;0;02:30;26.12.2019;;;;;;;;;
1206;0,166;0;03:00;26.12.2019;;;;;;;;;
1207;0,165;0;03:30;26.12.2019;;;;;;;;;
1208;0,165;0;04:00;26.12.2019;;;;;;;;;
1209;0,168;0;04:30;26.12.2019;;;;;;;;;
1210;0,167;0;05:00;26.12.2019;;;;;;;;;
1211;0,172;0;05:30;26.12.2019;;;;;;;;;
1212;0,176;0;06:00;26.12.2019;;;;;;;;;
1213;0,178;0;06:30;26.12.2019;;;;;;;;;
1214;0,189;0;07:00;26.12.2019;;;;;;;;;
1215;0,249;0;07:30;26.12.2019;;;;;;;;;
1216;0,311;0;08:00;26.12.2019;;;;;;;;;
1217;0,312;0;08:30;26.12.2019;;;;;;;;;
1218;0,347;0;09:00;26.12.2019;;;;;;;;;
1219;0,316;0;09:30;26.12.2019;;;;;;;;;
1220;0,326;0;10:00;26.12.2019;;;;;;;;;
1221;0,339;0;10:30;26.12.2019;;;;;;;;;
1222;0,337;0;11:00;26.12.2019;;;;;;;;;
1223;0,343;0;11:30;26.12.2019;;;;;;;;;
1224;0,354;0;12:00;26.12.2019;;;;;;;;;
1225;0,35;0;12:30;26.12.2019;;;;;;;;;
1226;0,344;0;13:00;26.12.2019;;;;;;;;;
1227;0,364;0;13:30;26.12.2019;;;;;;;;;
1228;0,333;0;14:00;26.12.2019;;;;;;;;;
1229;0,331;0;14:30;26.12.2019;;;;;;;;;
1230;0,307;0;15:00;26.12.2019;;;;;;;;;
1231;0,282;0;15:30;26.12.2019;;;;;;;;;
1232;0,284;0;16:00;26.12.2019;;;;;;;;;
1233;0,268;0;16:30;26.12.2019;;;;;;;;;
1234;0,25;0;17:00;26.12.2019;;;;;;;;;
1235;0,241;0;17:30;26.12.2019;;;;;;;;;
1236;0,237;0;18:00;26.12.2019;;;;;;;;;
1237;0,235;0;18:30;26.12.2019;;;;;;;;;
1238;0,222;0;19:00;26.12.2019;;;;;;;;;
1239;0,195;0;19:30;26.12.2019;;;;;;;;;
1240;0,19;0;20:00;26.12.2019;;;;;;;;;
1241;0,168;0;20:30;26.12.2019;;;;;;;;;
1242;0,165;0;21:00;26.12.2019;;;;;;;;;
1243;0,157;0;21:30;26.12.2019;;;;;;;;;
1244;0,149;0;22:00;26.12.2019;;;;;;;;;
1245;0,141;0;22:30;26.12.2019;;;;;;;;;
1246;0,133;0;23:00;26.12.2019;;;;;;;;;
1247;0,132;0;23:30;26.12.2019;;;;;;;;;
1248;0,128;0;00:00;26.12.2019;;;;;;;;;
1249;0,13;0;00:30;27.12.2019;;;;;;;;;
1250;0,126;0;01:00;27.12.2019;;;;;;;;;
1251;0,135;0;01:30;27.12.2019;;;;;;;;;
1252;0,139;0;02:00;27.12.2019;;;;;;;;;
1253;0,138;0;02:30;27.12.2019;;;;;;;;;
1254;0,137;0;03:00;27.12.2019;;;;;;;;;
1255;0,137;0;03:30;27.12.2019;;;;;;;;;
1256;0,137;0;04:00;27.12.2019;;;;;;;;;
1257;0,138;0;04:30;27.12.2019;;;;;;;;;
1258;0,136;0;05:00;27.12.2019;;;;;;;;;
1259;0,141;0;05:30;27.12.2019;;;;;;;;;
1260;0,144;0;06:00;27.12.2019;;;;;;;;;
1261;0,146;0;06:30;27.12.2019;;;;;;;;;
1262;0,151;0;07:00;27.12.2019;;;;;;;;;
1263;0,296;0;07:30;27.12.2019;;;;;;;;;
1264;0,276;0;08:00;27.12.2019;;;;;;;;;
1265;0,281;0;08:30;27.12.2019;;;;;;;;;
1266;0,259;0;09:00;27.12.2019;;;;;;;;;
1267;0,269;0;09:30;27.12.2019;;;;;;;;;
1268;0,276;0;10:00;27.12.2019;;;;;;;;;
1269;0,314;0;10:30;27.12.2019;;;;;;;;;
1270;0,339;0;11:00;27.12.2019;;;;;;;;;
1271;0,307;0;11:30;27.12.2019;;;;;;;;;
1272;0,326;0;12:00;27.12.2019;;;;;;;;;
1273;0,316;0;12:30;27.12.2019;;;;;;;;;
1274;0,28;0;13:00;27.12.2019;;;;;;;;;
1275;0,304;0;13:30;27.12.2019;;;;;;;;;
1276;0,289;0;14:00;27.12.2019;;;;;;;;;
1277;0,259;0;14:30;27.12.2019;;;;;;;;;
1278;0,263;0;15:00;27.12.2019;;;;;;;;;
1279;0,24;0;15:30;27.12.2019;;;;;;;;;
1280;0,233;0;16:00;27.12.2019;;;;;;;;;
1281;0,222;0;16:30;27.12.2019;;;;;;;;;
1282;0,216;0;17:00;27.12.2019;;;;;;;;;
1283;0,209;0;17:30;27.12.2019;;;;;;;;;
1284;0,188;0;18:00;27.12.2019;;;;;;;;;
1285;0,173;0;18:30;27.12.2019;;;;;;;;;
1286;0,164;0;19:00;27.12.2019;;;;;;;;;
1287;0,152;0;19:30;27.12.2019;;;;;;;;;
1288;0,147;0;20:00;27.12.2019;;;;;;;;;
1289;0,144;0;20:30;27.12.2019;;;;;;;;;
1290;0,14;0;21:00;27.12.2019;;;;;;;;;
1291;0,137;0;21:30;27.12.2019;;;;;;;;;
1292;0,132;0;22:00;27.12.2019;;;;;;;;;
1293;0,13;0;22:30;27.12.2019;;;;;;;;;
1294;0,127;0;23:00;27.12.2019;;;;;;;;;
1295;0,127;0;23:30;27.12.2019;;;;;;;;;
1296;0,126;0;00:00;27.12.2019;;;;;;;;;
1297;0,127;0;00:30;28.12.2019;;;;;;;;;
1298;0,126;0;01:00;28.12.2019;;;;;;;;;
1299;0,127;0;01:30;28.12.2019;;;;;;;;;
1300;0,126;0;02:00;28.12.2019;;;;;;;;;
1301;0,126;0;02:30;28.12.2019;;;;;;;;;
1302;0,125;0;03:00;28.12.2019;;;;;;;;;
1303;0,126;0;03:30;28.12.2019;;;;;;;;;
1304;0,126;0;04:00;28.12.2019;;;;;;;;;
1305;0,126;0;04:30;28.12.2019;;;;;;;;;
1306;0,126;0;05:00;28.12.2019;;;;;;;;;
1307;0,13;0;05:30;28.12.2019;;;;;;;;;
1308;0,136;0;06:00;28.12.2019;;;;;;;;;
1309;0,136;0;06:30;28.12.2019;;;;;;;;;
1310;0,134;0;07:00;28.12.2019;;;;;;;;;
1311;0,137;0;07:30;28.12.2019;;;;;;;;;
1312;0,133;0;08:00;28.12.2019;;;;;;;;;
1313;0,131;0;08:30;28.12.2019;;;;;;;;;
1314;0,132;0;09:00;28.12.2019;;;;;;;;;
1315;0,133;0;09:30;28.12.2019;;;;;;;;;
1316;0,133;0;10:00;28.12.2019;;;;;;;;;
1317;0,138;0;10:30;28.12.2019;;;;;;;;;
1318;0,139;0;11:00;28.12.2019;;;;;;;;;
1319;0,138;0;11:30;28.12.2019;;;;;;;;;
1320;0,137;0;12:00;28.12.2019;;;;;;;;;
1321;0,138;0;12:30;28.12.2019;;;;;;;;;
1322;0,139;0;13:00;28.12.2019;;;;;;;;;
1323;0,138;0;13:30;28.12.2019;;;;;;;;;
1324;0,139;0;14:00;28.12.2019;;;;;;;;;
1325;0,139;0;14:30;28.12.2019;;;;;;;;;
1326;0,137;0;15:00;28.12.2019;;;;;;;;;
1327;0,133;0;15:30;28.12.2019;;;;;;;;;
1328;0,134;0;16:00;28.12.2019;;;;;;;;;
1329;0,135;0;16:30;28.12.2019;;;;;;;;;
1330;0,135;0;17:00;28.12.2019;;;;;;;;;
1331;0,134;0;17:30;28.12.2019;;;;;;;;;
1332;0,134;0;18:00;28.12.2019;;;;;;;;;
1333;0,135;0;18:30;28.12.2019;;;;;;;;;
1334;0,135;0;19:00;28.12.2019;;;;;;;;;
1335;0,133;0;19:30;28.12.2019;;;;;;;;;
1336;0,134;0;20:00;28.12.2019;;;;;;;;;
1337;0,135;0;20:30;28.12.2019;;;;;;;;;
1338;0,134;0;21:00;28.12.2019;;;;;;;;;
1339;0,132;0;21:30;28.12.2019;;;;;;;;;
1340;0,131;0;22:00;28.12.2019;;;;;;;;;
1341;0,13;0;22:30;28.12.2019;;;;;;;;;
1342;0,128;0;23:00;28.12.2019;;;;;;;;;
1343;0,129;0;23:30;28.12.2019;;;;;;;;;
1344;0,13;0;00:00;28.12.2019;;;;;;;;;
1345;0,129;0;00:30;29.12.2019;;;;;;;;;
1346;0,128;0;01:00;29.12.2019;;;;;;;;;
1347;0,129;0;01:30;29.12.2019;;;;;;;;;
1348;0,129;0;02:00;29.12.2019;;;;;;;;;
1349;0,128;0;02:30;29.12.2019;;;;;;;;;
1350;0,128;0;03:00;29.12.2019;;;;;;;;;
1351;0,129;0;03:30;29.12.2019;;;;;;;;;
1352;0,127;0;04:00;29.12.2019;;;;;;;;;
1353;0,128;0;04:30;29.12.2019;;;;;;;;;
1354;0,128;0;05:00;29.12.2019;;;;;;;;;
1355;0,129;0;05:30;29.12.2019;;;;;;;;;
1356;0,134;0;06:00;29.12.2019;;;;;;;;;
1357;0,137;0;06:30;29.12.2019;;;;;;;;;
1358;0,137;0;07:00;29.12.2019;;;;;;;;;
1359;0,139;0;07:30;29.12.2019;;;;;;;;;
1360;0,136;0;08:00;29.12.2019;;;;;;;;;
1361;0,133;0;08:30;29.12.2019;;;;;;;;;
1362;0,133;0;09:00;29.12.2019;;;;;;;;;
1363;0,132;0;09:30;29.12.2019;;;;;;;;;
1364;0,133;0;10:00;29.12.2019;;;;;;;;;
1365;0,137;0;10:30;29.12.2019;;;;;;;;;
1366;0,137;0;11:00;29.12.2019;;;;;;;;;
1367;0,139;0;11:30;29.12.2019;;;;;;;;;
1368;0,139;0;12:00;29.12.2019;;;;;;;;;
1369;0,138;0;12:30;29.12.2019;;;;;;;;;
1370;0,139;0;13:00;29.12.2019;;;;;;;;;
1371;0,14;0;13:30;29.12.2019;;;;;;;;;
1372;0,139;0;14:00;29.12.2019;;;;;;;;;
1373;0,143;0;14:30;29.12.2019;;;;;;;;;
1374;0,143;0;15:00;29.12.2019;;;;;;;;;
1375;0,14;0;15:30;29.12.2019;;;;;;;;;
1376;0,14;0;16:00;29.12.2019;;;;;;;;;
1377;0,139;0;16:30;29.12.2019;;;;;;;;;
1378;0,136;0;17:00;29.12.2019;;;;;;;;;
1379;0,135;0;17:30;29.12.2019;;;;;;;;;
1380;0,138;0;18:00;29.12.2019;;;;;;;;;
1381;0,135;0;18:30;29.12.2019;;;;;;;;;
1382;0,133;0;19:00;29.12.2019;;;;;;;;;
1383;0,13;0;19:30;29.12.2019;;;;;;;;;
1384;0,13;0;20:00;29.12.2019;;;;;;;;;
1385;0,13;0;20:30;29.12.2019;;;;;;;;;
1386;0,13;0;21:00;29.12.2019;;;;;;;;;
1387;0,13;0;21:30;29.12.2019;;;;;;;;;
1388;0,13;0;22:00;29.12.2019;;;;;;;;;
1389;0,127;0;22:30;29.12.2019;;;;;;;;;
1390;0,127;0;23:00;29.12.2019;;;;;;;;;
1391;0,127;0;23:30;29.12.2019;;;;;;;;;
1392;0,127;0;00:00;29.12.2019;;;;;;;;;
1393;0,128;0;00:30;30.12.2019;;;;;;;;;
1394;0,127;0;01:00;30.12.2019;;;;;;;;;
1395;0,127;0;01:30;30.12.2019;;;;;;;;;
1396;0,128;0;02:00;30.12.2019;;;;;;;;;
1397;0,126;0;02:30;30.12.2019;;;;;;;;;
1398;0,127;0;03:00;30.12.2019;;;;;;;;;
1399;0,127;0;03:30;30.12.2019;;;;;;;;;
1400;0,128;0;04:00;30.12.2019;;;;;;;;;
1401;0,127;0;04:30;30.12.2019;;;;;;;;;
1402;0,127;0;05:00;30.12.2019;;;;;;;;;
1403;0,13;0;05:30;30.12.2019;;;;;;;;;
1404;0,134;0;06:00;30.12.2019;;;;;;;;;
1405;0,134;0;06:30;30.12.2019;;;;;;;;;
1406;0,144;0;07:00;30.12.2019;;;;;;;;;
1407;0,262;0;07:30;30.12.2019;;;;;;;;;
1408;0,228;0;08:00;30.12.2019;;;;;;;;;
1409;0,26;0;08:30;30.12.2019;;;;;;;;;
1410;0,277;0;09:00;30.12.2019;;;;;;;;;
1411;0,272;0;09:30;30.12.2019;;;;;;;;;
1412;0,291;0;10:00;30.12.2019;;;;;;;;;
1413;0,327;0;10:30;30.12.2019;;;;;;;;;
1414;0,295;0;11:00;30.12.2019;;;;;;;;;
1415;0,261;0;11:30;30.12.2019;;;;;;;;;
1416;0,244;0;12:00;30.12.2019;;;;;;;;;
1417;0,291;0;12:30;30.12.2019;;;;;;;;;
1418;0,275;0;13:00;30.12.2019;;;;;;;;;
1419;0,268;0;13:30;30.12.2019;;;;;;;;;
1420;0,306;0;14:00;30.12.2019;;;;;;;;;
1421;0,24;0;14:30;30.12.2019;;;;;;;;;
1422;0,237;0;15:00;30.12.2019;;;;;;;;;
1423;0,217;0;15:30;30.12.2019;;;;;;;;;
1424;0,212;0;16:00;30.12.2019;;;;;;;;;
1425;0,206;0;16:30;30.12.2019;;;;;;;;;
1426;0,239;0;17:00;30.12.2019;;;;;;;;;
1427;0,214;0;17:30;30.12.2019;;;;;;;;;
1428;0,202;0;18:00;30.12.2019;;;;;;;;;
1429;0,192;0;18:30;30.12.2019;;;;;;;;;
1430;0,182;0;19:00;30.12.2019;;;;;;;;;
1431;0,175;0;19:30;30.12.2019;;;;;;;;;
1432;0,171;0;20:00;30.12.2019;;;;;;;;;
1433;0,163;0;20:30;30.12.2019;;;;;;;;;
1434;0,158;0;21:00;30.12.2019;;;;;;;;;
1435;0,154;0;21:30;30.12.2019;;;;;;;;;
1436;0,15;0;22:00;30.12.2019;;;;;;;;;
1437;0,148;0;22:30;30.12.2019;;;;;;;;;
1438;0,148;0;23:00;30.12.2019;;;;;;;;;
1439;0,146;0;23:30;30.12.2019;;;;;;;;;
1392;0,145;0;00:00;30.12.2019;;;;;;;;;
;0,145;0;00:30;31.12.2019;;;;;;;;;
;0,144;0;01:00;31.12.2019;;;;;;;;;
;0,145;0;01:30;31.12.2019;;;;;;;;;
;0,145;0;02:00;31.12.2019;;;;;;;;;
;0,145;0;02:30;31.12.2019;;;;;;;;;
;0,143;0;03:00;31.12.2019;;;;;;;;;
;0,144;0;03:30;31.12.2019;;;;;;;;;
;0,145;0;04:00;31.12.2019;;;;;;;;;
;0,144;0;04:30;31.12.2019;;;;;;;;;
;0,144;0;05:00;31.12.2019;;;;;;;;;
;0,148;0;05:30;31.12.2019;;;;;;;;;
;0,152;0;06:00;31.12.2019;;;;;;;;;
;0,155;0;06:30;31.12.2019;;;;;;;;;
;0,155;0;07:00;31.12.2019;;;;;;;;;
;0,209;0;07:30;31.12.2019;;;;;;;;;
;0,223;0;08:00;31.12.2019;;;;;;;;;
;0,277;0;08:30;31.12.2019;;;;;;;;;
;0,293;0;09:00;31.12.2019;;;;;;;;;
;0,271;0;09:30;31.12.2019;;;;;;;;;
;0,235;0;10:00;31.12.2019;;;;;;;;;
;0,252;0;10:30;31.12.2019;;;;;;;;;
;0,237;0;11:00;31.12.2019;;;;;;;;;
;0,24;0;11:30;31.12.2019;;;;;;;;;
;0,251;0;12:00;31.12.2019;;;;;;;;;
;0,242;0;12:30;31.12.2019;;;;;;;;;
;0,232;0;13:00;31.12.2019;;;;;;;;;
