№;P+, кВт;Время;Дата
111;0.6890;07:30;03.03.2019
112;0.6900;08:00;03.03.2019
113;0.6910;08:30;03.03.2019
114;0.6900;09:00;03.03.2019
115;0.6930;09:30;03.03.2019
116;0.7050;10:00;03.03.2019
117;0.7080;10:30;03.03.2019
118;0.7280;11:00;03.03.2019
119;0.7500;11:30;03.03.2019
120;0.7510;12:00;03.03.2019
121;0.7520;12:30;03.03.2019
122;0.7540;13:00;03.03.2019
123;0.7620;13:30;03.03.2019
124;0.7590;14:00;03.03.2019
125;0.7620;14:30;03.03.2019
126;0.7620;15:00;03.03.2019
127;0.7610;15:30;03.03.2019
128;0.7600;16:00;03.03.2019
129;0.7570;16:30;03.03.2019
130;0.7580;17:00;03.03.2019
131;0.7560;17:30;03.03.2019
132;0.7400;18:00;03.03.2019
133;0.7420;18:30;03.03.2019
134;0.7420;19:00;03.03.2019
135;0.7430;19:30;03.03.2019
136;0.7400;20:00;03.03.2019
137;0.7330;20:30;03.03.2019
138;0.7350;21:00;03.03.2019
139;0.7200;21:30;03.03.2019
140;0.7020;22:00;03.03.2019
141;0.6950;22:30;03.03.2019
142;0.6890;23:00;03.03.2019
143;0.6770;23:30;03.03.2019
144;0.6770;00:00;04.03.2019
145;0.6750;00:30;04.03.2019
146;0.6670;01:00;04.03.2019
147;0.6650;01:30;04.03.2019
148;0.6670;02:00;04.03.2019
149;0.6720;02:30;04.03.2019
150;0.6660;03:00;04.03.2019
151;0.6660;03:30;04.03.2019
152;0.6640;04:00;04.03.2019
153;0.6660;04:30;04.03.2019
154;0.6670;05:00;04.03.2019
155;0.6650;05:30;04.03.2019
156;0.6750;06:00;04.03.2019
157;0.6620;06:30;04.03.2019
158;0.6720;07:00;04.03.2019
159;0.6820;07:30;04.03.2019
160;0.6810;08:00;04.03.2019
161;0.7020;08:30;04.03.2019
162;0.7430;09:00;04.03.2019
163;0.7690;09:30;04.03.2019
164;0.8210;10:00;04.03.2019
165;0.5240;10:30;04.03.2019
166;0.6050;11:00;04.03.2019
167;0.4510;11:30;04.03.2019
168;0.3420;12:00;04.03.2019
169;0.3540;12:30;04.03.2019
170;0.3530;13:00;04.03.2019
171;0.3540;13:30;04.03.2019
172;0.3540;14:00;04.03.2019
173;0.3560;14:30;04.03.2019
174;0.3590;15:00;04.03.2019
175;0.3620;15:30;04.03.2019
176;0.3610;16:00;04.03.2019
177;0.3630;16:30;04.03.2019
178;0.3660;17:00;04.03.2019
179;0.3650;17:30;04.03.2019
180;0.3640;18:00;04.03.2019
181;0.3650;18:30;04.03.2019
182;0.3650;19:00;04.03.2019
183;0.3620;19:30;04.03.2019
184;0.3600;20:00;04.03.2019
185;0.3570;20:30;04.03.2019
186;0.3540;21:00;04.03.2019
187;0.3560;21:30;04.03.2019
188;0.3570;22:00;04.03.2019
189;0.3550;22:30;04.03.2019
190;0.3540;23:00;04.03.2019
191;0.3280;23:30;04.03.2019
192;0.3130;00:00;05.03.2019
193;0.4370;00:30;05.03.2019
194;0.8100;01:00;05.03.2019
195;0.4800;01:30;05.03.2019
196;0.5990;02:00;05.03.2019
197;0.4590;02:30;05.03.2019
198;0.3140;03:00;05.03.2019
199;0.4740;03:30;05.03.2019
200;0.7020;04:00;05.03.2019
201;0.7020;04:30;05.03.2019
202;0.7000;05:00;05.03.2019
203;0.7070;05:30;05.03.2019
204;0.6970;06:00;05.03.2019
205;0.7020;06:30;05.03.2019
206;0.7080;07:00;05.03.2019
207;0.7170;07:30;05.03.2019
208;0.7460;08:00;05.03.2019
209;0.7580;08:30;05.03.2019
210;0.7980;09:00;05.03.2019
211;0.8510;09:30;05.03.2019
212;0.4640;10:00;05.03.2019
213;0.5960;10:30;05.03.2019
214;0.5950;11:00;05.03.2019
215;0.5800;11:30;05.03.2019
216;0.5700;12:00;05.03.2019
217;0.4320;12:30;05.03.2019
218;0.3760;13:00;05.03.2019
219;0.3750;13:30;05.03.2019
220;0.3800;14:00;05.03.2019
221;0.3800;14:30;05.03.2019
222;0.3780;15:00;05.03.2019
223;0.4670;15:30;05.03.2019
224;0.3770;16:00;05.03.2019
225;0.5680;16:30;05.03.2019
226;0.6730;17:00;05.03.2019
227;0.3840;17:30;05.03.2019
228;0.3830;18:00;05.03.2019
229;0.3870;18:30;05.03.2019
230;0.3820;19:00;05.03.2019
231;0.3810;19:30;05.03.2019
232;0.3750;20:00;05.03.2019
233;0.3810;20:30;05.03.2019
234;0.3840;21:00;05.03.2019
235;0.3720;21:30;05.03.2019
236;0.3700;22:00;05.03.2019
237;0.3730;22:30;05.03.2019
238;0.3680;23:00;05.03.2019
239;0.3680;23:30;05.03.2019
240;0.3630;00:00;06.03.2019
241;0.3600;00:30;06.03.2019
242;0.3600;01:00;06.03.2019
243;0.3610;01:30;06.03.2019
244;0.3620;02:00;06.03.2019
245;0.3590;02:30;06.03.2019
246;0.3590;03:00;06.03.2019
247;0.3600;03:30;06.03.2019
248;0.3580;04:00;06.03.2019
249;0.3590;04:30;06.03.2019
250;0.3570;05:00;06.03.2019
251;0.3560;05:30;06.03.2019
252;0.3540;06:00;06.03.2019
253;0.3530;06:30;06.03.2019
254;0.3520;07:00;06.03.2019
255;0.3480;07:30;06.03.2019
256;0.3450;08:00;06.03.2019
257;0.3460;08:30;06.03.2019
258;0.3470;09:00;06.03.2019
259;0.3460;09:30;06.03.2019
260;0.3450;10:00;06.03.2019
261;0.3450;10:30;06.03.2019
262;0.3410;11:00;06.03.2019
263;0.3490;11:30;06.03.2019
264;0.3760;12:00;06.03.2019
265;0.4360;12:30;06.03.2019
266;0.6830;13:00;06.03.2019
267;0.7450;13:30;06.03.2019
268;0.8020;14:00;06.03.2019
269;0.8470;14:30;06.03.2019
270;0.8800;15:00;06.03.2019
271;0.9450;15:30;06.03.2019
272;0.9660;16:00;06.03.2019
273;0.9930;16:30;06.03.2019
274;0.7050;17:00;06.03.2019
275;0.9580;17:30;06.03.2019
276;0.5180;18:00;06.03.2019
277;0.5460;18:30;06.03.2019
278;0.3610;19:00;06.03.2019
279;0.3540;19:30;06.03.2019
280;0.3410;20:00;06.03.2019
281;0.3420;20:30;06.03.2019
282;0.3400;21:00;06.03.2019
283;0.3370;21:30;06.03.2019
284;0.3350;22:00;06.03.2019
285;0.3350;22:30;06.03.2019
286;0.3330;23:00;06.03.2019
287;0.3310;23:30;06.03.2019
288;0.3290;00:00;07.03.2019
289;0.3270;00:30;07.03.2019
290;0.3270;01:00;07.03.2019
291;0.3290;01:30;07.03.2019
292;0.3260;02:00;07.03.2019
293;0.3250;02:30;07.03.2019
294;0.3270;03:00;07.03.2019
295;0.3250;03:30;07.03.2019
296;0.3270;04:00;07.03.2019
297;0.3260;04:30;07.03.2019
298;0.3260;05:00;07.03.2019
299;0.3280;05:30;07.03.2019
300;0.3260;06:00;07.03.2019
301;0.3300;06:30;07.03.2019
302;0.3270;07:00;07.03.2019
303;0.3300;07:30;07.03.2019
304;0.3310;08:00;07.03.2019
305;0.3340;08:30;07.03.2019
306;0.3360;09:00;07.03.2019
307;0.3430;09:30;07.03.2019
308;0.3480;10:00;07.03.2019
309;0.3500;10:30;07.03.2019
310;0.3500;11:00;07.03.2019
311;0.3510;11:30;07.03.2019
312;0.3530;12:00;07.03.2019
313;0.3570;12:30;07.03.2019
314;0.3640;13:00;07.03.2019
315;0.3670;13:30;07.03.2019
316;0.3680;14:00;07.03.2019
317;0.3710;14:30;07.03.2019
318;0.3700;15:00;07.03.2019
319;0.3720;15:30;07.03.2019
320;0.3760;16:00;07.03.2019
321;0.3730;16:30;07.03.2019
322;0.3720;17:00;07.03.2019
323;0.3730;17:30;07.03.2019
324;0.3660;18:00;07.03.2019
325;0.3620;18:30;07.03.2019
326;0.3570;19:00;07.03.2019
327;0.3570;19:30;07.03.2019
328;0.3520;20:00;07.03.2019
329;0.3500;20:30;07.03.2019
330;0.3490;21:00;07.03.2019
331;0.3490;21:30;07.03.2019
332;0.3500;22:00;07.03.2019
333;0.3490;22:30;07.03.2019
334;0.3450;23:00;07.03.2019
335;0.3450;23:30;07.03.2019
336;0.3440;00:00;08.03.2019
337;0.3410;00:30;08.03.2019
338;0.3410;01:00;08.03.2019
339;0.3210;01:30;08.03.2019
340;0.3780;02:00;08.03.2019
341;0.7190;02:30;08.03.2019
342;0.7530;03:00;08.03.2019
343;0.7710;03:30;08.03.2019
344;0.7640;04:00;08.03.2019
345;0.7630;04:30;08.03.2019
346;0.7470;05:00;08.03.2019
347;0.7420;05:30;08.03.2019
348;0.7310;06:00;08.03.2019
349;0.7340;06:30;08.03.2019
350;0.7320;07:00;08.03.2019
351;0.7320;07:30;08.03.2019
352;0.7380;08:00;08.03.2019
353;0.7380;08:30;08.03.2019
354;0.7370;09:00;08.03.2019
355;0.7420;09:30;08.03.2019
356;0.7640;10:00;08.03.2019
357;0.7640;10:30;08.03.2019
358;0.7700;11:00;08.03.2019
359;0.7720;11:30;08.03.2019
360;0.7660;12:00;08.03.2019
361;0.7630;12:30;08.03.2019
362;0.7550;13:00;08.03.2019
363;0.7570;13:30;08.03.2019
364;0.7440;14:00;08.03.2019
365;0.7460;14:30;08.03.2019
366;0.7390;15:00;08.03.2019
367;0.7330;15:30;08.03.2019
368;0.7290;16:00;08.03.2019
369;0.7370;16:30;08.03.2019
370;0.7260;17:00;08.03.2019
371;0.7290;17:30;08.03.2019
372;0.7270;18:00;08.03.2019
373;0.7280;18:30;08.03.2019
374;0.7270;19:00;08.03.2019
375;0.7280;19:30;08.03.2019
376;0.7260;20:00;08.03.2019
377;0.7290;20:30;08.03.2019
378;0.7250;21:00;08.03.2019
379;0.7290;21:30;08.03.2019
380;0.7280;22:00;08.03.2019
381;0.7250;22:30;08.03.2019
382;0.7250;23:00;08.03.2019
383;0.7250;23:30;08.03.2019
384;0.7160;00:00;09.03.2019
385;0.7090;00:30;09.03.2019
386;0.7100;01:00;09.03.2019
387;0.7080;01:30;09.03.2019
388;0.7110;02:00;09.03.2019
389;0.7080;02:30;09.03.2019
390;0.7070;03:00;09.03.2019
391;0.7070;03:30;09.03.2019
392;0.7060;04:00;09.03.2019
393;0.7050;04:30;09.03.2019
394;0.7030;05:00;09.03.2019
395;0.7030;05:30;09.03.2019
396;0.7050;06:00;09.03.2019
397;0.7020;06:30;09.03.2019
398;0.7050;07:00;09.03.2019
399;0.7050;07:30;09.03.2019
400;0.7110;08:00;09.03.2019
401;0.7110;08:30;09.03.2019
402;0.7190;09:00;09.03.2019
403;0.7220;09:30;09.03.2019
404;0.7260;10:00;09.03.2019
405;0.7340;10:30;09.03.2019
406;0.7330;11:00;09.03.2019
407;0.7360;11:30;09.03.2019
408;0.7350;12:00;09.03.2019
409;0.7470;12:30;09.03.2019
410;0.7510;13:00;09.03.2019
411;0.7470;13:30;09.03.2019
412;0.7470;14:00;09.03.2019
413;0.7440;14:30;09.03.2019
414;0.7410;15:00;09.03.2019
415;0.7420;15:30;09.03.2019
416;0.7370;16:00;09.03.2019
417;0.7390;16:30;09.03.2019
418;0.7390;17:00;09.03.2019
419;0.7390;17:30;09.03.2019
420;0.7430;18:00;09.03.2019
421;0.7300;18:30;09.03.2019
422;0.7290;19:00;09.03.2019
423;0.7210;19:30;09.03.2019
424;0.7160;20:00;09.03.2019
425;0.7100;20:30;09.03.2019
426;0.7120;21:00;09.03.2019
427;0.7040;21:30;09.03.2019
428;0.7120;22:00;09.03.2019
429;0.6990;22:30;09.03.2019
430;0.7010;23:00;09.03.2019
431;0.6990;23:30;09.03.2019
432;0.6980;00:00;10.03.2019
433;0.6940;00:30;10.03.2019
434;0.6920;01:00;10.03.2019
435;0.6890;01:30;10.03.2019
436;0.6870;02:00;10.03.2019
437;0.6840;02:30;10.03.2019
438;0.6780;03:00;10.03.2019
439;0.6780;03:30;10.03.2019
440;0.6790;04:00;10.03.2019
441;0.6710;04:30;10.03.2019
442;0.6700;05:00;10.03.2019
443;0.6750;05:30;10.03.2019
444;0.6760;06:00;10.03.2019
445;0.6750;06:30;10.03.2019
446;0.6760;07:00;10.03.2019
447;0.6750;07:30;10.03.2019
448;0.6760;08:00;10.03.2019
449;0.6780;08:30;10.03.2019
450;0.6810;09:00;10.03.2019
451;0.6870;09:30;10.03.2019
452;0.6840;10:00;10.03.2019
453;0.6890;10:30;10.03.2019
454;0.6980;11:00;10.03.2019
455;0.6920;11:30;10.03.2019
456;0.6920;12:00;10.03.2019
457;0.7000;12:30;10.03.2019
458;0.7000;13:00;10.03.2019
459;0.7110;13:30;10.03.2019
460;0.7080;14:00;10.03.2019
461;0.7090;14:30;10.03.2019
462;0.7110;15:00;10.03.2019
463;0.7170;15:30;10.03.2019
464;0.7200;16:00;10.03.2019
465;0.7150;16:30;10.03.2019
466;0.7150;17:00;10.03.2019
467;0.7100;17:30;10.03.2019
468;0.7050;18:00;10.03.2019
469;0.7030;18:30;10.03.2019
470;0.7040;19:00;10.03.2019
471;0.6900;19:30;10.03.2019
472;0.6980;20:00;10.03.2019
473;0.6960;20:30;10.03.2019
474;0.6980;21:00;10.03.2019
475;0.6900;21:30;10.03.2019
476;0.6850;22:00;10.03.2019
477;0.6880;22:30;10.03.2019
478;0.6850;23:00;10.03.2019
479;0.6860;23:30;10.03.2019
480;0.6830;00:00;11.03.2019
481;0.6840;00:30;11.03.2019
482;0.6850;01:00;11.03.2019
483;0.6810;01:30;11.03.2019
484;0.6800;02:00;11.03.2019
485;0.6770;02:30;11.03.2019
486;0.6740;03:00;11.03.2019
487;0.6750;03:30;11.03.2019
488;0.6730;04:00;11.03.2019
489;0.6710;04:30;11.03.2019
490;0.6660;05:00;11.03.2019
491;0.6680;05:30;11.03.2019
492;0.6690;06:00;11.03.2019
493;0.6700;06:30;11.03.2019
494;0.6710;07:00;11.03.2019
495;0.6760;07:30;11.03.2019
496;0.6880;08:00;11.03.2019
497;0.7210;08:30;11.03.2019
498;0.7540;09:00;11.03.2019
499;0.7980;09:30;11.03.2019
500;0.8350;10:00;11.03.2019
501;0.3640;10:30;11.03.2019
502;0.3740;11:00;11.03.2019
503;0.3530;11:30;11.03.2019
504;0.3590;12:00;11.03.2019
505;0.3610;12:30;11.03.2019
506;0.3630;13:00;11.03.2019
507;0.3640;13:30;11.03.2019
508;0.3750;14:00;11.03.2019
509;0.3870;14:30;11.03.2019
510;0.3710;15:00;11.03.2019
511;0.3800;15:30;11.03.2019
512;0.3810;16:00;11.03.2019
513;0.3800;16:30;11.03.2019
514;0.3790;17:00;11.03.2019
515;0.3820;17:30;11.03.2019
516;0.3800;18:00;11.03.2019
517;0.3790;18:30;11.03.2019
518;0.3770;19:00;11.03.2019
519;0.3770;19:30;11.03.2019
520;0.3670;20:00;11.03.2019
521;0.3680;20:30;11.03.2019
522;0.3220;21:00;11.03.2019
523;0.3200;21:30;11.03.2019
524;0.7050;22:00;11.03.2019
525;0.8620;22:30;11.03.2019
526;0.6620;23:00;11.03.2019
527;0.3570;23:30;11.03.2019
528;0.5450;00:00;12.03.2019
529;0.8150;00:30;12.03.2019
530;0.3750;01:00;12.03.2019
531;0.3180;01:30;12.03.2019
532;0.5230;02:00;12.03.2019
533;0.9300;02:30;12.03.2019
534;0.3870;03:00;12.03.2019
535;0.3250;03:30;12.03.2019
536;0.4780;04:00;12.03.2019
537;0.9290;04:30;12.03.2019
538;0.3800;05:00;12.03.2019
539;0.3230;05:30;12.03.2019
540;0.5130;06:00;12.03.2019
541;0.9080;06:30;12.03.2019
542;0.3720;07:00;12.03.2019
543;0.3240;07:30;12.03.2019
544;0.5360;08:00;12.03.2019
545;0.8970;08:30;12.03.2019
546;0.3790;09:00;12.03.2019
547;0.3500;09:30;12.03.2019
548;0.3530;10:00;12.03.2019
549;0.3510;10:30;12.03.2019
550;0.3520;11:00;12.03.2019
551;0.3530;11:30;12.03.2019
552;0.3530;12:00;12.03.2019
553;0.3560;12:30;12.03.2019
554;0.3670;13:00;12.03.2019
555;0.3680;13:30;12.03.2019
556;0.3720;14:00;12.03.2019
557;0.3760;14:30;12.03.2019
558;0.3870;15:00;12.03.2019
559;0.3620;15:30;12.03.2019
560;0.3670;16:00;12.03.2019
561;0.3670;16:30;12.03.2019
562;0.3640;17:00;12.03.2019
563;0.3650;17:30;12.03.2019
564;0.3660;18:00;12.03.2019
565;0.3640;18:30;12.03.2019
566;0.3530;19:00;12.03.2019
567;0.3520;19:30;12.03.2019
568;0.3500;20:00;12.03.2019
569;0.3480;20:30;12.03.2019
570;0.3490;21:00;12.03.2019
571;0.3470;21:30;12.03.2019
572;0.3440;22:00;12.03.2019
573;0.4920;22:30;12.03.2019
574;0.9410;23:00;12.03.2019
575;0.3450;23:30;12.03.2019
576;0.3450;00:00;13.03.2019
577;0.7030;00:30;13.03.2019
578;0.7230;01:00;13.03.2019
579;0.3400;01:30;13.03.2019
580;0.4430;02:00;13.03.2019
581;0.8720;02:30;13.03.2019
582;0.5580;03:00;13.03.2019
583;0.3420;03:30;13.03.2019
584;0.7170;04:00;13.03.2019
585;0.8840;04:30;13.03.2019
586;0.7490;05:00;13.03.2019
587;0.3770;05:30;13.03.2019
588;0.8230;06:00;13.03.2019
589;0.8440;06:30;13.03.2019
590;0.8000;07:00;13.03.2019
591;0.7790;07:30;13.03.2019
592;0.7840;08:00;13.03.2019
593;0.7880;08:30;13.03.2019
594;0.8260;09:00;13.03.2019
595;0.6890;09:30;13.03.2019
596;0.3410;10:00;13.03.2019
597;0.3740;10:30;13.03.2019
598;0.3420;11:00;13.03.2019
599;0.3540;11:30;13.03.2019
600;0.3370;12:00;13.03.2019
601;0.3440;12:30;13.03.2019
602;0.3430;13:00;13.03.2019
603;0.3450;13:30;13.03.2019
604;0.3500;14:00;13.03.2019
605;0.3500;14:30;13.03.2019
606;0.3570;15:00;13.03.2019
607;0.3550;15:30;13.03.2019
608;0.3690;16:00;13.03.2019
609;0.3620;16:30;13.03.2019
610;0.3620;17:00;13.03.2019
611;0.3610;17:30;13.03.2019
612;0.3630;18:00;13.03.2019
613;0.3600;18:30;13.03.2019
614;0.3540;19:00;13.03.2019
615;0.3560;19:30;13.03.2019
616;0.3530;20:00;13.03.2019
617;0.3500;20:30;13.03.2019
618;0.3430;21:00;13.03.2019
619;0.3430;21:30;13.03.2019
620;0.3420;22:00;13.03.2019
621;0.3340;22:30;13.03.2019
622;0.3020;23:00;13.03.2019
623;0.3030;23:30;13.03.2019
624;0.3450;00:00;14.03.2019
625;0.6370;00:30;14.03.2019
626;0.3720;01:00;14.03.2019
627;0.3040;01:30;14.03.2019
628;0.3020;02:00;14.03.2019
629;0.4970;02:30;14.03.2019
630;1.0120;03:00;14.03.2019
631;0.5290;03:30;14.03.2019
632;0.4700;04:00;14.03.2019
633;0.3020;04:30;14.03.2019
634;0.3020;05:00;14.03.2019
635;0.4830;05:30;14.03.2019
636;1.0060;06:00;14.03.2019
637;0.5280;06:30;14.03.2019
638;0.4510;07:00;14.03.2019
639;0.3020;07:30;14.03.2019
640;0.3020;08:00;14.03.2019
641;0.3080;08:30;14.03.2019
642;0.5750;09:00;14.03.2019
643;0.5650;09:30;14.03.2019
644;0.3360;10:00;14.03.2019
645;0.3580;10:30;14.03.2019
646;0.3590;11:00;14.03.2019
647;0.3600;11:30;14.03.2019
648;0.3570;12:00;14.03.2019
649;0.3590;12:30;14.03.2019
650;0.3610;13:00;14.03.2019
651;0.3620;13:30;14.03.2019
652;0.4810;14:00;14.03.2019
653;0.4790;14:30;14.03.2019
654;0.5160;15:00;14.03.2019
655;0.3920;15:30;14.03.2019
656;0.3910;16:00;14.03.2019
657;0.3930;16:30;14.03.2019
658;0.3940;17:00;14.03.2019
659;0.3880;17:30;14.03.2019
660;0.3860;18:00;14.03.2019
661;0.3790;18:30;14.03.2019
662;0.3740;19:00;14.03.2019
663;0.3750;19:30;14.03.2019
664;0.3640;20:00;14.03.2019
665;0.3650;20:30;14.03.2019
666;0.3600;21:00;14.03.2019
667;0.3580;21:30;14.03.2019
668;0.3590;22:00;14.03.2019
669;0.3570;22:30;14.03.2019
670;0.3570;23:00;14.03.2019
671;0.3550;23:30;14.03.2019
672;0.3520;00:00;15.03.2019
673;0.3360;00:30;15.03.2019
674;0.3020;01:00;15.03.2019
675;0.3030;01:30;15.03.2019
676;0.4910;02:00;15.03.2019
677;0.6260;02:30;15.03.2019
678;0.3320;03:00;15.03.2019
679;0.3560;03:30;15.03.2019
680;0.3110;04:00;15.03.2019
681;0.3030;04:30;15.03.2019
682;0.3080;05:00;15.03.2019
683;0.6720;05:30;15.03.2019
684;0.3770;06:00;15.03.2019
685;0.3440;06:30;15.03.2019
686;0.3030;07:00;15.03.2019
687;0.3020;07:30;15.03.2019
688;0.3640;08:00;15.03.2019
689;0.6320;08:30;15.03.2019
690;0.5400;09:00;15.03.2019
691;0.3360;09:30;15.03.2019
692;0.3620;10:00;15.03.2019
693;0.3560;10:30;15.03.2019
694;0.3570;11:00;15.03.2019
695;0.5660;11:30;15.03.2019
696;0.3700;12:00;15.03.2019
697;0.3590;12:30;15.03.2019
698;0.3740;13:00;15.03.2019
699;0.3790;13:30;15.03.2019
700;0.3770;14:00;15.03.2019
701;0.4220;14:30;15.03.2019
702;0.4610;15:00;15.03.2019
703;0.4620;15:30;15.03.2019
704;0.4800;16:00;15.03.2019
705;0.4580;16:30;15.03.2019
706;0.4350;17:00;15.03.2019
707;0.4150;17:30;15.03.2019
708;0.3780;18:00;15.03.2019
709;0.3760;18:30;15.03.2019
710;0.3580;19:00;15.03.2019
711;0.3610;19:30;15.03.2019
712;0.3450;20:00;15.03.2019
713;0.5930;20:30;15.03.2019
714;0.8700;21:00;15.03.2019
715;0.4290;21:30;15.03.2019
716;0.3830;22:00;15.03.2019
717;0.6280;22:30;15.03.2019
718;0.8100;23:00;15.03.2019
719;0.3700;23:30;15.03.2019
720;0.3490;00:00;16.03.2019
721;0.8240;00:30;16.03.2019
722;0.5870;01:00;16.03.2019
723;0.3610;01:30;16.03.2019
724;0.5150;02:00;16.03.2019
725;0.9000;02:30;16.03.2019
726;0.3490;03:00;16.03.2019
727;0.3480;03:30;16.03.2019
728;0.8190;04:00;16.03.2019
729;0.5740;04:30;16.03.2019
730;0.3490;05:00;16.03.2019
731;0.5860;05:30;16.03.2019
732;0.8080;06:00;16.03.2019
733;0.3450;06:30;16.03.2019
734;0.3960;07:00;16.03.2019
735;0.8720;07:30;16.03.2019
736;0.4600;08:00;16.03.2019
737;0.3420;08:30;16.03.2019
738;0.7110;09:00;16.03.2019
739;0.7140;09:30;16.03.2019
740;0.3470;10:00;16.03.2019
741;0.4750;10:30;16.03.2019
742;0.9620;11:00;16.03.2019
743;0.9850;11:30;16.03.2019
744;0.9350;12:00;16.03.2019
745;0.8940;12:30;16.03.2019
746;0.8730;13:00;16.03.2019
747;0.8490;13:30;16.03.2019
748;0.8500;14:00;16.03.2019
749;0.8480;14:30;16.03.2019
750;0.8480;15:00;16.03.2019
751;0.8450;15:30;16.03.2019
752;0.4700;16:00;16.03.2019
753;0.6310;16:30;16.03.2019
754;0.6510;17:00;16.03.2019
755;0.3690;17:30;16.03.2019
756;0.5370;18:00;16.03.2019
757;0.9850;18:30;16.03.2019
758;0.9640;19:00;16.03.2019
759;0.9050;19:30;16.03.2019
760;0.8610;20:00;16.03.2019
761;0.8510;20:30;16.03.2019
762;0.8290;21:00;16.03.2019
763;0.8230;21:30;16.03.2019
764;0.8130;22:00;16.03.2019
765;0.8030;22:30;16.03.2019
766;0.7970;23:00;16.03.2019
767;0.7950;23:30;16.03.2019
768;0.7930;00:00;17.03.2019
769;0.7850;00:30;17.03.2019
770;0.7830;01:00;17.03.2019
771;0.7830;01:30;17.03.2019
772;0.7740;02:00;17.03.2019
773;0.7860;02:30;17.03.2019
774;0.7840;03:00;17.03.2019
775;0.7810;03:30;17.03.2019
776;0.7820;04:00;17.03.2019
